text,rating,open,review_len,price,description,brief_des,attribute,location
IHOP,4.0,Open Now,608 reviews,$,"Local cuisine, American, Diner, Vegetarian Friendly", American Diner Vegetarian Friendly,"Vegetarian Friendly,Breakfast, Lunch, Dinner, Brunch, Late Night,American, Diner,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Free Wifi","2210 Las Vegas Blvd S, Las Vegas, NV 89104-2527"
Truffles & Bacon Cafe,4.5,Closes in 21 min,120 reviews,$$ - $$$,,   American Cafe Vegetarian Friendly,,"8872 S Eastern Ave Ste 100 Regal Plaza, Las Vegas, NV 89123-4899"
All-American Bar And Grille,4.0,Open Now,750 reviews,$$ - $$$,"Local cuisine, American, Bar, Vegetarian Friendly, Gluten Free Options",   American Bar Vegetarian Friendly,"$30 - $50,Vegetarian Friendly, Gluten Free Options,Lunch, Dinner, Late Night,American, Bar,Takeout, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","3700 West Flamingo Road Rio All-Suite Hotel & Casino, Las Vegas, NV 89103"
Noodle Asia,4.0,Open Now,615 reviews,$$ - $$$,,   Chinese Asian Vegetarian Friendly,,"3355 Las Vegas Blvd S, Las Vegas, NV 89109-8941"
The Habit Burger Grill,4.5,,87 reviews,$,"Quick Bites, American, Fast Food, Gluten Free Options", Quick Bites American Fast Food,"Gluten Free Options,Lunch, Dinner,American, Fast Food,Takeout, Seating, Wheelchair Accessible, Parking Available","365 Hughes Center Dr, Las Vegas, NV 89169-4827"
Kung Fu Thai & Chinese Restaurant,4.0,Open Now,180 reviews,$$ - $$$,"Chinese, Thai, Vegetarian Friendly",   Chinese Thai Vegetarian Friendly,"$9 - $20,Vegetarian Friendly,Lunch, Dinner, Drinks,Chinese, Thai,Wheelchair Accessible, Full Bar, Takeout, Seating, Waitstaff, Parking Available, Street Parking, Free Off-Street Parking, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Delivery, Reservations, Television","3505 S Valley View Blvd, Las Vegas, NV 89103-1865"
Center Cut Steakhouse,4.0,Closed Now,581 reviews,$$$$,"American, Steakhouse, Gluten Free Options", American Steakhouse Gluten Free Options,"Gluten Free Options,Dinner, Late Night,American, Steakhouse,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","3555 Las Vegas Blvd S Flamingo Las Vegas, Las Vegas, NV 89109-8901"
Bocho Downtown Sushi,4.5,Open Now,76 reviews,$$ - $$$,"Japanese, Sushi, Asian, Vegetarian Friendly, Vegan Options",   Japanese Sushi Asian,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner,Japanese, Sushi, Asian,Takeout, Seating, Waitstaff, Serves Alcohol, Reservations","124 S 6th St #150, Las Vegas, NV 89101-5700"
Commonwealth Las Vegas,4.5,Closed Now,120 reviews,$$ - $$$,Pub,   Pub,"Late Night, Drinks,Pub,Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar","525 Fremont St, Las Vegas, NV 89101-5611"
Rhumbar,4.0,Open Now,229 reviews,$$ - $$$,,  ,,"3400 Las Vegas Blvd S, Las Vegas, NV 89109-8923"
Noodles,4.0,Open Now,"1,456 reviews",$$ - $$$,"Chinese, Asian, Soups, Vegetarian Friendly, Vegan Options",   Chinese Asian Soups,"$0,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,Chinese, Asian, Soups,Takeout, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3600 Las Vegas Blvd S Bellagio Resort, Las Vegas, NV 89109-4303"
Feast Buffet at Red Rock Resort,4.0,Open Now,985 reviews,$$ - $$$,"Local cuisine, Quick Bites, Mexican, American, Sushi, International",   Quick Bites Mexican American,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,Mexican, American, Sushi, International,Seating, Waitstaff, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Buffet","11011 W Charleston Blvd Red Rock Casino Resort & Spa, Las Vegas, NV 89135-1402"
EATT Gourmet Bistro,4.5,Open Now,78 reviews,$$ - $$$,,   French European Healthy,,"7865 W Sahara Ave Suite 104, Las Vegas, NV 89117-7934"
Nosh,4.0,Open Now,416 reviews,$,, American Cafe Fast Food,,"3645 Las Vegas Blvd S Bally's, Las Vegas, NV 89109-4321"
Aria Cafe,4.0,Open Now,"1,371 reviews",$$ - $$$,,   American Cafe International,,"3730 Las Vegas Blvd S, Las Vegas, NV 89158-4300"
Blue Ribbon Fried Chicken,4.0,,138 reviews,$,"American, Fast Food", American Fast Food,"Lunch, Brunch, Dinner,American, Fast Food,Takeout, Outdoor Seating, Seating, Wheelchair Accessible","3623 Las Vegas Blvd S Suite 212, Grand Bazaar, Las Vegas, NV 89109-4342"
In-N-Out Burger,4.5,Open Now,135 reviews,$,, Quick Bites American Fast Food,,"3882 Blue Diamond Rd, Las Vegas, NV 89139-7765"
Buca di Beppo Italian Restaurant,4.0,Open Now,"1,440 reviews",$$ - $$$,"Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options",   Italian Vegetarian Friendly Vegan Options,"$10 - $20,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Late Night,Italian,Takeout, Reservations, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards","3850 Las Vegas Blvd S, Las Vegas, NV 89109"
Four Queens Hotel and Casino,4.0,Closed Now,315 reviews,$$ - $$$,,   American Vegetarian Friendly,,"202 Fremont St On Fse!, Las Vegas, NV 89101-5606"
Four Kegs Sports Pub,4.5,Open Now,178 reviews,$,"Italian, American, Bar, Pub, Pizza", Italian American Bar,"$0,Lunch, Dinner, Breakfast, Late Night,Italian, American, Bar, Pub, Pizza,Seating, Waitstaff, Television, Serves Alcohol, Full Bar, Takeout, Parking Available, Wheelchair Accessible","276 N Jones Blvd, Las Vegas, NV 89107-1449"
Market Grille Cafe,4.5,Open Now,140 reviews,$$ - $$$,"Mediterranean, Greek, Middle Eastern, Vegetarian Friendly, Vegan Options",   Mediterranean Greek Middle Eastern,"$6 - $13,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner,Mediterranean, Greek, Middle Eastern,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations, Outdoor Seating, Accepts Credit Cards","7070 North Durango Drive, Las Vegas, NV 89149"
Five Guys,4.5,Open Now,101 reviews,$,, Quick Bites American Fast Food,,"9484 W Flamingo Rd, Las Vegas, NV 89147-5744"
Bacchanal Buffet,4.0,Open Now,"5,625 reviews",$$ - $$$,"Local cuisine, Quick Bites, Italian, Indian, Sushi, American",   Quick Bites Italian Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,Italian, Indian, Sushi, American, Seafood,Seating, Waitstaff, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi","3570 Las Vegas Blvd S Caesars Palace, Las Vegas, NV 89109-8924"
Lombardi's,4.0,,854 reviews,$$ - $$$,"Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options",   Italian Vegetarian Friendly Vegan Options,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,Italian,Takeout, Reservations, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","3663 Las Vegas Blvd S Ste 181, Las Vegas, NV 89109-1945"
Seafood Shack,4.0,Closed Now,494 reviews,$$ - $$$,"Local cuisine, American, Seafood, Soups",   American Seafood Soups,"$31 - $50,Lunch, Dinner, Late Night, Drinks,American, Seafood, Soups,Takeout, Reservations, Seating, Waitstaff, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","3300 Las Vegas Blvd S Treasure Island, Las Vegas, NV 89109-8916"
The Naked City Pizza Shop,4.5,Open Now,259 reviews,$,"Bar, Pizza", Bar Pizza,"$0,Lunch, Dinner, Late Night,Bar, Pizza,Takeout, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Delivery","3240 Arville St, Las Vegas, NV 89102-6801"
Violettes Vegan,4.5,Open Now,57 reviews,$$ - $$$,"American, Cafe, Vegetarian Friendly, Vegan Options, Gluten Free Options",   American Cafe Vegetarian Friendly,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch,American, Cafe,Delivery, Takeout, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Reservations, Highchairs Available","8560 W Desert Inn Rd #d5, Las Vegas, NV 89117-4408"
Dona Maria's Tamale Shop,4.5,Open Now,175 reviews,$$ - $$$,,   Mexican Latin Vegetarian Friendly,,"910 Las Vegas Blvd S, Las Vegas, NV 89101-6823"
Binion's Cafe,4.0,Open Now,"1,398 reviews",$$$$,"Local cuisine, American, Cafe, Soups", American Cafe Soups,"Breakfast, Lunch, Dinner, Brunch, Late Night,American, Cafe, Soups,Takeout, Seating, Waitstaff, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","128 Fremont St Downtown, Las Vegas, NV 89101-5676"
Baja Miguels,4.0,Open Now,404 reviews,$$ - $$$,,   Mexican Southwestern Vegetarian Friendly,,"9777 Las Vegas Blvd S South Point Hotel, Casino & Spa, Las Vegas, NV 89183-4013"
Aureole,4.0,Closed Now,999 reviews,$$$$,"American, International, Vegetarian Friendly, Vegan Options", American International Vegetarian Friendly,"$31 - $60,Vegetarian Friendly, Vegan Options, Gluten Free Options,Dinner, Late Night,American, International,Reservations, Private Dining, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar","3950 Las Vegas Blvd S Mandalay Bay Resort & Casino, Las Vegas, NV 89119-1005"
Starbucks,4.0,Open Now,290 reviews,$$ - $$$,"American, Cafe",   American Cafe,"Breakfast,American, Cafe,Takeout, Seating, Wheelchair Accessible, Free Wifi","2000 Las Vegas Blvd S Inside the Stratosphere, Las Vegas, NV 89104-2507"
Vesper Bar,4.5,Open Now,122 reviews,$$ - $$$,,  ,,"3708 Las Vegas Blvd S, Las Vegas, NV 89109-4309"
PublicUs,4.5,Open Now,94 reviews,$$ - $$$,,   American Cafe Vegetarian Friendly,,"1126 Fremont St, Las Vegas, NV 89101-5406"
Marche Bacchus,4.0,Open Now,347 reviews,$$$$,"Local cuisine, French, European, Wine Bar, Vegetarian Friendly", French European Wine Bar,"$30 - $50,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,French, European, Wine Bar,Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar","2620 Regatta Dr Ste 106, Las Vegas, NV 89128-6889"
Cous Cous Mediterranean Cafe,4.0,Open Now,275 reviews,$,"Mediterranean, Greek, Middle Eastern, Vegetarian Friendly, Vegan Options", Mediterranean Greek Middle Eastern,"$6 - $11,Vegetarian Friendly, Vegan Options,Lunch, Dinner, Brunch, Late Night,Mediterranean, Greek, Middle Eastern,Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Reservations","450 Fremont St Suite 123, Las Vegas, NV 89101-5623"
Mary’s Hash House,4.5,Closed Now,125 reviews,$,, American Vegetarian Friendly,,"2605 S Decatur Blvd Ste 103, Las Vegas, NV 89102-8592"
Carnegie Deli at the Mirage,4.0,Open Now,"2,297 reviews",$$ - $$$,"Quick Bites, American, Soups",   Quick Bites American Soups,"$15 - $30,Breakfast, Lunch, Dinner, Brunch,American, Soups,Takeout, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi","3400 Las Vegas Blvd S Mirage Hotel & Casino, Las Vegas, NV 89109-8923"
Cafe Hollywood at Planet Hollywood Resort & Casino,4.0,Open Now,207 reviews,$$ - $$$,"American, Cafe, Vegetarian Friendly, Gluten Free Options",   American Cafe Vegetarian Friendly,"Vegetarian Friendly, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch,American, Cafe,Takeout, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Full Bar","3667 Las Vegas Blvd S Planet Hollywood Hotel and Resort, Las Vegas, NV 89109"
Garden Court Buffet,4.0,Open Now,894 reviews,$,"Local cuisine, Quick Bites, Mexican, American, Vegetarian Friendly", Quick Bites Mexican American,"$10 - $15,Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,Mexican, American,Seating, Waitstaff, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Buffet","200 N Main St Main Street Station Hotel & Casino, Las Vegas, NV 89101-2910"
Ramen Sora,4.5,Open Now,132 reviews,$,"Japanese, Asian, Soups", Japanese Asian Soups,"Lunch, Dinner,Japanese, Asian, Soups,Takeout, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol","4490 Spring Mountain Rd, Las Vegas, NV 89102-8720"
Ping Pang Pong,4.0,Open Now,562 reviews,$$ - $$$,"Chinese, Asian, Vegetarian Friendly, Vegan Options",   Chinese Asian Vegetarian Friendly,"$20 - $35,Vegetarian Friendly, Vegan Options,Lunch, Dinner, Brunch, Late Night,Chinese, Asian,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol","4000 W Flamingo Rd, Las Vegas, NV 89103-4004"
Wahlburgers,4.0,,"1,494 reviews",$$ - $$$,,   Diner American Vegetarian Friendly,,"3635 Las Vegas Blvd S Unit 100, Las Vegas, NV 89109-4363"
Denny's,4.0,Open Now,326 reviews,$,, American Diner Vegetarian Friendly,,"7200 Las Vegas Blvd S, Las Vegas, NV 89119"
Twin Peaks Restaurants,4.0,,866 reviews,$$ - $$$,"Local cuisine, American, Bar, Pub",   American Bar Pub,"Lunch, Dinner, Brunch, Late Night, Drinks,American, Bar, Pub,Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3717 Las Vegas Blvd S Ste 285, Las Vegas, NV 89109-4388"
Sweet Tomatoes,4.5,Open Now,151 reviews,$,, Quick Bites American Soups,,"2080 N Rainbow Blvd, Las Vegas, NV 89108-7049"
Hash House A Go Go,4.0,Closed Now,899 reviews,$$ - $$$,"Local cuisine, American, Vegetarian Friendly, Vegan Options",   American Vegetarian Friendly Vegan Options,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch,American,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","3700 West Flamingo Road Rio All-Suite Hotel & Casino, Las Vegas, NV 89103"
Virgil's Real BBQ - Las Vegas,4.0,Open Now,591 reviews,$$ - $$$,"Local cuisine, American, Bar, Barbecue, Gluten Free Options",   American Bar Barbecue,"$15 - $30,Gluten Free Options,Lunch, Dinner, Brunch, Late Night, Drinks,American, Bar, Barbecue,Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover","3545 Las Vegas Blvd S at The LINQ - High roller, Las Vegas, NV 89109"
The Juice Standard,4.5,Open Now,59 reviews,$$ - $$$,,   Quick Bites Vegetarian Friendly Vegan Options,,"4555 S Fort Apache Rd Ste 144, Las Vegas, NV 89147-7970"
Tap Sports Bar,4.0,Open Now,328 reviews,$$ - $$$,"Local cuisine, American, Bar, Pub",   American Bar Pub,"Lunch, Dinner, Late Night, Drinks,American, Bar, Pub,Takeout, Reservations, Seating, Waitstaff, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","Mgm Las Vegas, Las Vegas, NV"
Buffalo Wild Wings,4.0,,245 reviews,$,, American Bar,,"3663 Las Vegas Blvd S Ste. 600, Las Vegas, NV 89109-1920"
Yassou Greek Grill Cafe,4.5,Open Now,75 reviews,$,"Quick Bites, Mediterranean, Greek, Vegetarian Friendly", Quick Bites Mediterranean Greek,"Vegetarian Friendly,Lunch, Dinner,Mediterranean, Greek,Takeout, Seating, Wheelchair Accessible","7871 W Charleston Blvd Apt W, Las Vegas, NV 89117-8335"
Lobster ME,4.0,Open Now,"1,085 reviews",$$ - $$$,"Quick Bites, American, Seafood, Fast Food",   Quick Bites American Seafood,"Lunch, Dinner, Late Night,American, Seafood, Fast Food,Takeout, Seating, Wheelchair Accessible, Serves Alcohol","3663 Las Vegas Blvd S Suite 435, Las Vegas, NV 89109-1920"
Lavo Restaurant,4.0,Closed Now,"1,612 reviews",$$$$,"Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options", Italian Vegetarian Friendly Vegan Options,"$25 - $50,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch,Italian,Takeout, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations, Outdoor Seating, Private Dining, Accepts Credit Cards","3325 Las Vegas Blvd S Palazzo Hotel Resort & Casino, Las Vegas, NV 89109-1414"
Michael Mina Pub 1842,4.0,Closed today,766 reviews,$$ - $$$,"Local cuisine, American, Bar, Pub, Vegetarian Friendly, Gluten Free Options",   American Bar Pub,"Vegetarian Friendly, Gluten Free Options,Lunch, Dinner, Brunch, Late Night, Drinks,American, Bar, Pub,Takeout, Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3799 Las Vegas Blvd S MGM Grand, Las Vegas, NV 89109-4319"
Flour & Barley,4.0,Open Now,745 reviews,$$ - $$$,"Italian, American, Bar, Pizza, Vegetarian Friendly, Vegan Options",   Italian American Bar,"$0,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch,Italian, American, Bar, Pizza,Takeout, Outdoor Seating, Seating, Waitstaff, Free Off-Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Reservations, Accepts Credit Cards","3545 Las Vegas Blvd S, Las Vegas, NV 89109-8978"
Cabo Wabo Cantina,4.0,Open Now,"2,869 reviews",$$ - $$$,"Mexican, Southwestern, Latin, Bar, Vegetarian Friendly, Vegan Options",   Mexican Southwestern Latin,"$0,Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks,Mexican, Southwestern, Latin, Bar,Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3663 Las Vegas Blvd S Planet Hollywood, Las Vegas, NV 89109-1920"
Goyemon Sushi Restaurant,4.5,Open Now,137 reviews,$$ - $$$,,   Japanese Sushi Asian,,"5255 S Decatur Blvd Ste 118, Las Vegas, NV 89118-4917"
Gordon Biersch Brewery Restaurant,4.0,Open Now,496 reviews,$$ - $$$,"Local cuisine, American, Bar, Pub, Vegetarian Friendly, Gluten Free Options",   American Bar Pub,"$7 - $28,Vegetarian Friendly, Gluten Free Options, Vegan Options,Lunch, Dinner, Brunch, Late Night, Drinks,American, Bar, Pub,Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3987 Paradise Rd, Las Vegas, NV 89169"
China Poblano,4.0,Open Now,"1,345 reviews",$$ - $$$,"Mexican, Chinese, Asian, Vegetarian Friendly, Vegan Options",   Mexican Chinese Asian,"$20 - $25,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Late Night,Mexican, Chinese, Asian,Takeout, Seating, Waitstaff, Free Off-Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Reservations","3708 Las Vegas Blvd S The Cosmopolitan of Las Vegas, Las Vegas, NV 89109-4309"
Broadway Burger Bar and Grill,4.0,Open Now,777 reviews,$$ - $$$,"American, Bar, Vegetarian Friendly, Gluten Free Options",   American Bar Vegetarian Friendly,"$20 - $30,Vegetarian Friendly, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,American, Bar,Takeout, Seating, Waitstaff, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3790 Las Vegas Blvd S, Las Vegas, NV 89109-4338"
